Date,Year,Month,Hour,DA,Imb_Pos,Imb_Neg,aFRR,mFRR
2018-01-01 00:00:00,2018,1,0,4.74,43.71,43.71,,
2018-01-01 01:00:00,2018,1,1,3.66,57.239999999999995,57.239999999999995,,
2018-01-01 02:00:00,2018,1,2,1.26,55.480000000000004,55.480000000000004,,
2018-01-01 03:00:00,2018,1,3,-20.1,45.59,45.59,,
2018-01-01 04:00:00,2018,1,4,-31.82,25.55,25.55,,
2018-01-01 05:00:00,2018,1,5,-28.66,22.04,22.04,,
2018-01-01 06:00:00,2018,1,6,-13.71,71.69,71.69,,
2018-01-01 07:00:00,2018,1,7,-4.14,46.92,46.92,,
2018-01-01 08:00:00,2018,1,8,2.03,42.99,42.99,,
2018-01-01 09:00:00,2018,1,9,-15.51,21.63,21.63,,
2018-01-01 10:00:00,2018,1,10,-0.42,12.91,12.91,,
2018-01-01 11:00:00,2018,1,11,2.3,65.67,65.67,,
2018-01-01 12:00:00,2018,1,12,2.3,64.9,64.9,,
2018-01-01 13:00:00,2018,1,13,5.0,69.84,69.84,,
2018-01-01 14:00:00,2018,1,14,8.56,50.019999999999996,50.019999999999996,,
2018-01-01 15:00:00,2018,1,15,9.42,47.67,47.67,,
2018-01-01 16:00:00,2018,1,16,12.46,83.21000000000001,83.21000000000001,,
2018-01-01 17:00:00,2018,1,17,15.93,118.92,118.92,,
2018-01-01 18:00:00,2018,1,18,22.02,118.07,118.07,,
2018-01-01 19:00:00,2018,1,19,20.0,127.67,127.67,,
2018-01-01 20:00:00,2018,1,20,21.95,71.55,71.55,,
2018-01-01 21:00:00,2018,1,21,23.52,63.88,63.88,,
2018-01-01 22:00:00,2018,1,22,16.35,32.7,32.7,,
2018-01-01 23:00:00,2018,1,23,14.43,40.74,40.74,,
2018-01-02 00:00:00,2018,1,0,10.26,47.769999999999996,47.769999999999996,,
2018-01-02 01:00:00,2018,1,1,7.48,28.199999999999996,28.199999999999996,,
2018-01-02 02:00:00,2018,1,2,4.52,18.590000000000003,18.590000000000003,,
2018-01-02 03:00:00,2018,1,3,4.24,8.48,8.48,,
2018-01-02 04:00:00,2018,1,4,8.36,24.3,24.3,,
2018-01-02 05:00:00,2018,1,5,22.58,65.2,65.2,,
2018-01-02 06:00:00,2018,1,6,41.92,95.63,95.63,,
2018-01-02 07:00:00,2018,1,7,47.95,82.12,82.12,,
2018-01-02 08:00:00,2018,1,8,49.9,82.49000000000001,82.49000000000001,,
2018-01-02 09:00:00,2018,1,9,50.0,101.31,101.31,,
2018-01-02 10:00:00,2018,1,10,49.7,113.88000000000001,113.88000000000001,,
2018-01-02 11:00:00,2018,1,11,48.16,125.46000000000001,125.46000000000001,,
2018-01-02 12:00:00,2018,1,12,47.24,116.99000000000001,116.99000000000001,,
2018-01-02 13:00:00,2018,1,13,46.1,98.23,98.23,,
2018-01-02 14:00:00,2018,1,14,43.86,89.04,89.04,,
2018-01-02 15:00:00,2018,1,15,43.64,116.41,116.41,,
2018-01-02 16:00:00,2018,1,16,47.37,105.94999999999999,105.94999999999999,,
2018-01-02 17:00:00,2018,1,17,46.08,113.0,113.0,,
2018-01-02 18:00:00,2018,1,18,41.08,97.77,97.77,,
2018-01-02 19:00:00,2018,1,19,34.94,67.89,67.89,,
2018-01-02 20:00:00,2018,1,20,25.46,55.56,55.56,,
2018-01-02 21:00:00,2018,1,21,23.25,55.67,55.67,,
2018-01-02 22:00:00,2018,1,22,15.49,17.580000000000002,17.580000000000002,,
2018-01-02 23:00:00,2018,1,23,12.14,10.200000000000001,10.200000000000001,,
2018-01-03 00:00:00,2018,1,0,5.48,-69.85,-69.85,,
2018-01-03 01:00:00,2018,1,1,5.0,-32.69,-32.69,,
2018-01-03 02:00:00,2018,1,2,0.99,-26.4,-26.4,,
2018-01-03 03:00:00,2018,1,3,-0.25,-73.06,-73.06,,
2018-01-03 04:00:00,2018,1,4,3.87,34.59,34.59,,
2018-01-03 05:00:00,2018,1,5,12.25,45.81,45.81,,
2018-01-03 06:00:00,2018,1,6,19.42,51.32,51.32,,
2018-01-03 07:00:00,2018,1,7,22.57,45.14,45.14,,
2018-01-03 08:00:00,2018,1,8,22.37,44.739999999999995,44.739999999999995,,
2018-01-03 09:00:00,2018,1,9,18.65,37.3,37.3,,
2018-01-03 10:00:00,2018,1,10,19.35,89.7,89.7,,
2018-01-03 11:00:00,2018,1,11,18.93,104.91,104.91,,
2018-01-03 12:00:00,2018,1,12,17.26,112.9,112.9,,
2018-01-03 13:00:00,2018,1,13,16.76,107.27,107.27,,
2018-01-03 14:00:00,2018,1,14,18.09,49.86,49.86,,
2018-01-03 15:00:00,2018,1,15,19.51,40.96,40.96,,
2018-01-03 16:00:00,2018,1,16,24.13,46.0,46.0,,
2018-01-03 17:00:00,2018,1,17,36.67,55.800000000000004,55.800000000000004,,
2018-01-03 18:00:00,2018,1,18,26.27,56.160000000000004,56.160000000000004,,
2018-01-03 19:00:00,2018,1,19,26.06,49.52,49.52,,
2018-01-03 20:00:00,2018,1,20,19.88,50.730000000000004,50.730000000000004,,
2018-01-03 21:00:00,2018,1,21,17.26,42.629999999999995,42.629999999999995,,
2018-01-03 22:00:00,2018,1,22,13.87,76.03,76.03,,
2018-01-03 23:00:00,2018,1,23,11.76,-1.5399999999999998,-1.5399999999999998,,
2018-01-04 00:00:00,2018,1,0,3.46,6.92,6.92,,
2018-01-04 01:00:00,2018,1,1,2.11,5.79,5.79,,
2018-01-04 02:00:00,2018,1,2,2.63,-17.9,-17.9,,
2018-01-04 03:00:00,2018,1,3,4.99,13.57,13.57,,
2018-01-04 04:00:00,2018,1,4,11.08,43.79,43.79,,
2018-01-04 05:00:00,2018,1,5,22.34,44.75,44.75,,
2018-01-04 06:00:00,2018,1,6,33.59,57.55,57.55,,
2018-01-04 07:00:00,2018,1,7,40.45,57.03,57.03,,
2018-01-04 08:00:00,2018,1,8,41.97,60.33,60.33,,
2018-01-04 09:00:00,2018,1,9,44.91,84.42,84.42,,
2018-01-04 10:00:00,2018,1,10,47.14,75.77000000000001,75.77000000000001,,
2018-01-04 11:00:00,2018,1,11,46.04,81.28,81.28,,
2018-01-04 12:00:00,2018,1,12,34.36,68.72,68.72,,
2018-01-04 13:00:00,2018,1,13,32.51,87.38,87.38,,
2018-01-04 14:00:00,2018,1,14,32.77,69.44,69.44,,
2018-01-04 15:00:00,2018,1,15,33.81,72.69,72.69,,
2018-01-04 16:00:00,2018,1,16,50.08,93.35,93.35,,
2018-01-04 17:00:00,2018,1,17,49.96,87.71000000000001,87.71000000000001,,
2018-01-04 18:00:00,2018,1,18,46.73,68.46000000000001,68.46000000000001,,
2018-01-04 19:00:00,2018,1,19,41.57,61.81,61.81,,
2018-01-04 20:00:00,2018,1,20,37.09,51.93,51.93,,
2018-01-04 21:00:00,2018,1,21,33.92,75.4,75.4,,
2018-01-04 22:00:00,2018,1,22,31.5,70.3,70.3,,
2018-01-04 23:00:00,2018,1,23,16.67,54.93000000000001,54.93000000000001,,
2018-01-05 00:00:00,2018,1,0,11.73,13.2,13.2,,
2018-01-05 01:00:00,2018,1,1,6.86,4.42,4.42,,
2018-01-05 02:00:00,2018,1,2,0.55,-5.719999999999999,-5.719999999999999,,
2018-01-05 03:00:00,2018,1,3,2.45,21.259999999999998,21.259999999999998,,
2018-01-05 04:00:00,2018,1,4,13.51,43.25,43.25,,
2018-01-05 05:00:00,2018,1,5,23.96,51.17,51.17,,
2018-01-05 06:00:00,2018,1,6,33.39,72.59,72.59,,
2018-01-05 07:00:00,2018,1,7,37.79,88.08000000000001,88.08000000000001,,
2018-01-05 08:00:00,2018,1,8,36.93,116.33,116.33,,
2018-01-05 09:00:00,2018,1,9,39.11,130.14000000000001,130.14000000000001,,
2018-01-05 10:00:00,2018,1,10,39.4,131.37,131.37,,
2018-01-05 11:00:00,2018,1,11,41.69,119.18,119.18,,
2018-01-05 12:00:00,2018,1,12,47.0,94.64,94.64,,
2018-01-05 13:00:00,2018,1,13,44.08,108.53,108.53,,
2018-01-05 14:00:00,2018,1,14,47.1,93.35,93.35,,
2018-01-05 15:00:00,2018,1,15,47.77,95.3,95.3,,
2018-01-05 16:00:00,2018,1,16,56.35,103.81,103.81,,
2018-01-05 17:00:00,2018,1,17,57.42,124.02000000000001,124.02000000000001,,
2018-01-05 18:00:00,2018,1,18,53.99,88.49000000000001,88.49000000000001,,
2018-01-05 19:00:00,2018,1,19,42.36,84.99,84.99,,
2018-01-05 20:00:00,2018,1,20,39.9,59.04,59.04,,
2018-01-05 21:00:00,2018,1,21,39.97,80.89,80.89,,
2018-01-05 22:00:00,2018,1,22,36.27,100.47,100.47,,
2018-01-05 23:00:00,2018,1,23,29.45,56.620000000000005,56.620000000000005,,
2018-01-06 00:00:00,2018,1,0,28.55,57.150000000000006,57.150000000000006,,
2018-01-06 01:00:00,2018,1,1,28.18,54.54,54.54,,
2018-01-06 02:00:00,2018,1,2,25.27,46.709999999999994,46.709999999999994,,
2018-01-06 03:00:00,2018,1,3,24.34,38.25,38.25,,
2018-01-06 04:00:00,2018,1,4,27.42,43.81,43.81,,
2018-01-06 05:00:00,2018,1,5,30.0,60.0,60.0,,
2018-01-06 06:00:00,2018,1,6,31.36,56.09,56.09,,
2018-01-06 07:00:00,2018,1,7,34.19,62.29,62.29,,
2018-01-06 08:00:00,2018,1,8,41.11,82.22,82.22,,
2018-01-06 09:00:00,2018,1,9,44.0,84.18,84.18,,
2018-01-06 10:00:00,2018,1,10,43.74,76.49000000000001,76.49000000000001,,
2018-01-06 11:00:00,2018,1,11,44.43,80.99000000000001,80.99000000000001,,
2018-01-06 12:00:00,2018,1,12,42.9,74.48,74.48,,
2018-01-06 13:00:00,2018,1,13,38.7,65.81,65.81,,
2018-01-06 14:00:00,2018,1,14,37.4,55.03,55.03,,
2018-01-06 15:00:00,2018,1,15,37.99,57.24,57.24,,
2018-01-06 16:00:00,2018,1,16,44.22,63.39,63.39,,
2018-01-06 17:00:00,2018,1,17,49.98,68.88,68.88,,
2018-01-06 18:00:00,2018,1,18,45.9,73.66,73.66,,
2018-01-06 19:00:00,2018,1,19,40.9,47.53,47.53,,
2018-01-06 20:00:00,2018,1,20,33.69,32.66,32.66,,
2018-01-06 21:00:00,2018,1,21,36.26,44.29,44.29,,
2018-01-06 22:00:00,2018,1,22,29.03,38.27,38.27,,
2018-01-06 23:00:00,2018,1,23,21.87,45.7,45.7,,
2018-01-07 00:00:00,2018,1,0,15.98,12.77,12.77,,
2018-01-07 01:00:00,2018,1,1,15.99,24.5,24.5,,
2018-01-07 02:00:00,2018,1,2,14.0,22.37,22.37,,
2018-01-07 03:00:00,2018,1,3,12.51,19.78,19.78,,
2018-01-07 04:00:00,2018,1,4,13.21,28.5,28.5,,
2018-01-07 05:00:00,2018,1,5,12.17,33.230000000000004,33.230000000000004,,
2018-01-07 06:00:00,2018,1,6,13.02,28.34,28.34,,
2018-01-07 07:00:00,2018,1,7,18.41,36.82,36.82,,
2018-01-07 08:00:00,2018,1,8,19.58,46.629999999999995,46.629999999999995,,
2018-01-07 09:00:00,2018,1,9,22.14,69.28,69.28,,
2018-01-07 10:00:00,2018,1,10,28.44,73.38,73.38,,
2018-01-07 11:00:00,2018,1,11,29.26,88.05,88.05,,
2018-01-07 12:00:00,2018,1,12,27.08,70.34,70.34,,
2018-01-07 13:00:00,2018,1,13,20.32,69.03,69.03,,
2018-01-07 14:00:00,2018,1,14,19.86,61.13,61.13,,
2018-01-07 15:00:00,2018,1,15,21.41,78.65,78.65,,
2018-01-07 16:00:00,2018,1,16,28.87,100.32,100.32,,
2018-01-07 17:00:00,2018,1,17,34.34,78.44,78.44,,
2018-01-07 18:00:00,2018,1,18,32.33,74.39,74.39,,
2018-01-07 19:00:00,2018,1,19,31.44,63.56,63.56,,
2018-01-07 20:00:00,2018,1,20,28.94,51.06999999999999,51.06999999999999,,
2018-01-07 21:00:00,2018,1,21,29.69,64.82,64.82,,
2018-01-07 22:00:00,2018,1,22,27.01,74.19999999999999,74.19999999999999,,
2018-01-07 23:00:00,2018,1,23,18.91,61.7,61.7,,
2018-01-08 00:00:00,2018,1,0,15.15,46.37,46.37,,
2018-01-08 01:00:00,2018,1,1,15.11,25.049999999999997,25.049999999999997,,
2018-01-08 02:00:00,2018,1,2,13.42,45.82,45.82,,
2018-01-08 03:00:00,2018,1,3,12.91,15.88,15.88,,
2018-01-08 04:00:00,2018,1,4,17.1,48.800000000000004,48.800000000000004,,
2018-01-08 05:00:00,2018,1,5,30.03,91.24000000000001,91.24000000000001,,
2018-01-08 06:00:00,2018,1,6,42.93,133.98000000000002,133.98000000000002,,
2018-01-08 07:00:00,2018,1,7,44.95,130.76,130.76,,
2018-01-08 08:00:00,2018,1,8,44.66,118.17,118.17,,
2018-01-08 09:00:00,2018,1,9,46.6,115.3,115.3,,
2018-01-08 10:00:00,2018,1,10,51.88,125.15,125.15,,
2018-01-08 11:00:00,2018,1,11,43.42,118.44999999999999,118.44999999999999,,
2018-01-08 12:00:00,2018,1,12,43.54,120.35000000000001,120.35000000000001,,
2018-01-08 13:00:00,2018,1,13,44.19,103.2,103.2,,
2018-01-08 14:00:00,2018,1,14,40.97,98.77,98.77,,
2018-01-08 15:00:00,2018,1,15,47.66,95.32,95.32,,
2018-01-08 16:00:00,2018,1,16,54.12,87.06,87.06,,
2018-01-08 17:00:00,2018,1,17,55.0,91.13,91.13,,
2018-01-08 18:00:00,2018,1,18,52.93,100.02000000000001,100.02000000000001,,
2018-01-08 19:00:00,2018,1,19,37.57,76.95,76.95,,
2018-01-08 20:00:00,2018,1,20,34.12,72.84,72.84,,
2018-01-08 21:00:00,2018,1,21,31.19,67.72999999999999,67.72999999999999,,
2018-01-08 22:00:00,2018,1,22,45.19,71.28999999999999,71.28999999999999,,
2018-01-08 23:00:00,2018,1,23,36.01,76.56,76.56,,
2018-01-09 00:00:00,2018,1,0,36.04,74.06,74.06,,
2018-01-09 01:00:00,2018,1,1,34.2,42.82,42.82,,
2018-01-09 02:00:00,2018,1,2,30.71,33.2,33.2,,
2018-01-09 03:00:00,2018,1,3,27.86,21.990000000000002,21.990000000000002,,
2018-01-09 04:00:00,2018,1,4,36.5,23.9,23.9,,
2018-01-09 05:00:00,2018,1,5,39.03,80.18,80.18,,
2018-01-09 06:00:00,2018,1,6,55.9,89.53,89.53,,
2018-01-09 07:00:00,2018,1,7,58.99,117.98,117.98,,
2018-01-09 08:00:00,2018,1,8,58.9,105.94,105.94,,
2018-01-09 09:00:00,2018,1,9,60.08,86.69999999999999,86.69999999999999,,
2018-01-09 10:00:00,2018,1,10,61.35,105.95,105.95,,
2018-01-09 11:00:00,2018,1,11,58.02,116.03999999999999,116.03999999999999,,
2018-01-09 12:00:00,2018,1,12,55.97,106.15,106.15,,
2018-01-09 13:00:00,2018,1,13,49.08,91.0,91.0,,
2018-01-09 14:00:00,2018,1,14,45.02,75.49,75.49,,
2018-01-09 15:00:00,2018,1,15,47.1,78.82,78.82,,
2018-01-09 16:00:00,2018,1,16,55.55,104.63000000000001,104.63000000000001,,
2018-01-09 17:00:00,2018,1,17,56.74,107.38999999999999,107.38999999999999,,
2018-01-09 18:00:00,2018,1,18,54.68,97.08,97.08,,
2018-01-09 19:00:00,2018,1,19,49.48,79.45,79.45,,
2018-01-09 20:00:00,2018,1,20,42.91,67.0,67.0,,
2018-01-09 21:00:00,2018,1,21,39.36,77.73,77.73,,
2018-01-09 22:00:00,2018,1,22,39.6,83.28,83.28,,
2018-01-09 23:00:00,2018,1,23,31.26,71.47999999999999,71.47999999999999,,
2018-01-10 00:00:00,2018,1,0,28.73,108.1,108.1,,
2018-01-10 01:00:00,2018,1,1,28.18,67.0,67.0,,
2018-01-10 02:00:00,2018,1,2,24.73,50.75,50.75,,
2018-01-10 03:00:00,2018,1,3,19.42,36.84,36.84,,
2018-01-10 04:00:00,2018,1,4,30.6,61.199999999999996,61.199999999999996,,
2018-01-10 05:00:00,2018,1,5,34.87,81.91,81.91,,
2018-01-10 06:00:00,2018,1,6,45.09,114.22,114.22,,
2018-01-10 07:00:00,2018,1,7,49.29,123.36,123.36,,
2018-01-10 08:00:00,2018,1,8,49.14,102.94999999999999,102.94999999999999,,
2018-01-10 09:00:00,2018,1,9,48.56,100.58000000000001,100.58000000000001,,
2018-01-10 10:00:00,2018,1,10,50.46,87.04,87.04,,
2018-01-10 11:00:00,2018,1,11,47.81,97.88000000000001,97.88000000000001,,
2018-01-10 12:00:00,2018,1,12,45.36,87.83,87.83,,
2018-01-10 13:00:00,2018,1,13,47.1,83.28,83.28,,
2018-01-10 14:00:00,2018,1,14,47.98,77.69999999999999,77.69999999999999,,
2018-01-10 15:00:00,2018,1,15,48.9,72.03,72.03,,
2018-01-10 16:00:00,2018,1,16,51.9,90.44,90.44,,
2018-01-10 17:00:00,2018,1,17,52.69,89.37,89.37,,
2018-01-10 18:00:00,2018,1,18,49.1,89.00999999999999,89.00999999999999,,
2018-01-10 19:00:00,2018,1,19,44.0,72.24,72.24,,
2018-01-10 20:00:00,2018,1,20,36.99,72.65,72.65,,
2018-01-10 21:00:00,2018,1,21,38.43,75.86,75.86,,
2018-01-10 22:00:00,2018,1,22,37.9,75.12,75.12,,
2018-01-10 23:00:00,2018,1,23,37.33,63.55,63.55,,
2018-01-11 00:00:00,2018,1,0,36.3,66.24000000000001,66.24000000000001,,
2018-01-11 01:00:00,2018,1,1,34.2,59.47,59.47,,
2018-01-11 02:00:00,2018,1,2,33.0,55.56,55.56,,
2018-01-11 03:00:00,2018,1,3,33.05,51.959999999999994,51.959999999999994,,
2018-01-11 04:00:00,2018,1,4,37.09,61.300000000000004,61.300000000000004,,
2018-01-11 05:00:00,2018,1,5,41.5,86.93,86.93,,
2018-01-11 06:00:00,2018,1,6,53.07,119.00999999999999,119.00999999999999,,
2018-01-11 07:00:00,2018,1,7,57.22,114.44,114.44,,
2018-01-11 08:00:00,2018,1,8,59.02,118.03999999999999,118.03999999999999,,
2018-01-11 09:00:00,2018,1,9,57.58,97.87,97.87,,
2018-01-11 10:00:00,2018,1,10,57.45,90.54,90.54,,
2018-01-11 11:00:00,2018,1,11,54.61,85.72,85.72,,
2018-01-11 12:00:00,2018,1,12,54.83,79.05,79.05,,
2018-01-11 13:00:00,2018,1,13,54.74,83.2,83.2,,
2018-01-11 14:00:00,2018,1,14,54.01,80.8,80.8,,
2018-01-11 15:00:00,2018,1,15,54.96,83.17999999999999,83.17999999999999,,
2018-01-11 16:00:00,2018,1,16,57.47,80.69999999999999,80.69999999999999,,
2018-01-11 17:00:00,2018,1,17,57.66,95.61,95.61,,
2018-01-11 18:00:00,2018,1,18,54.9,103.62,103.62,,
2018-01-11 19:00:00,2018,1,19,50.0,109.02,109.02,,
2018-01-11 20:00:00,2018,1,20,43.13,73.35,73.35,,
2018-01-11 21:00:00,2018,1,21,42.4,78.69999999999999,78.69999999999999,,
2018-01-11 22:00:00,2018,1,22,37.92,66.71000000000001,66.71000000000001,,
2018-01-11 23:00:00,2018,1,23,35.64,86.34,86.34,,
2018-01-12 00:00:00,2018,1,0,34.69,71.82000000000001,71.82000000000001,,
2018-01-12 01:00:00,2018,1,1,34.0,69.33,69.33,,
2018-01-12 02:00:00,2018,1,2,33.08,70.05000000000001,70.05000000000001,,
2018-01-12 03:00:00,2018,1,3,33.46,65.19,65.19,,
2018-01-12 04:00:00,2018,1,4,35.1,71.38999999999999,71.38999999999999,,
2018-01-12 05:00:00,2018,1,5,39.93,119.03,119.03,,
2018-01-12 06:00:00,2018,1,6,48.5,126.88,126.88,,
2018-01-12 07:00:00,2018,1,7,49.56,82.71,82.71,,
2018-01-12 08:00:00,2018,1,8,52.36,110.74,110.74,,
2018-01-12 09:00:00,2018,1,9,52.38,112.24000000000001,112.24000000000001,,
2018-01-12 10:00:00,2018,1,10,52.45,118.68,118.68,,
2018-01-12 11:00:00,2018,1,11,52.08,121.92,121.92,,
2018-01-12 12:00:00,2018,1,12,51.03,121.11,121.11,,
2018-01-12 13:00:00,2018,1,13,47.14,115.37,115.37,,
2018-01-12 14:00:00,2018,1,14,45.92,104.84,104.84,,
2018-01-12 15:00:00,2018,1,15,46.5,113.37,113.37,,
2018-01-12 16:00:00,2018,1,16,50.52,102.91,102.91,,
2018-01-12 17:00:00,2018,1,17,52.44,120.84,120.84,,
2018-01-12 18:00:00,2018,1,18,51.99,103.97999999999999,103.97999999999999,,
2018-01-12 19:00:00,2018,1,19,44.17,96.64,96.64,,
2018-01-12 20:00:00,2018,1,20,42.19,94.91999999999999,94.91999999999999,,
2018-01-12 21:00:00,2018,1,21,42.57,93.78999999999999,93.78999999999999,,
2018-01-12 22:00:00,2018,1,22,38.04,97.08,97.08,,
2018-01-12 23:00:00,2018,1,23,43.15,94.99,94.99,,
2018-01-13 00:00:00,2018,1,0,38.42,85.84,85.84,,
2018-01-13 01:00:00,2018,1,1,36.11,79.72,79.72,,
2018-01-13 02:00:00,2018,1,2,33.8,82.68,82.68,,
2018-01-13 03:00:00,2018,1,3,32.04,72.7,72.7,,
2018-01-13 04:00:00,2018,1,4,32.55,85.38999999999999,85.38999999999999,,
2018-01-13 05:00:00,2018,1,5,32.0,87.19,87.19,,
2018-01-13 06:00:00,2018,1,6,33.76,89.4,89.4,,
2018-01-13 07:00:00,2018,1,7,39.28,99.31,99.31,,
2018-01-13 08:00:00,2018,1,8,44.51,101.57,101.57,,
2018-01-13 09:00:00,2018,1,9,45.62,102.1,102.1,,
2018-01-13 10:00:00,2018,1,10,44.77,87.21000000000001,87.21000000000001,,
2018-01-13 11:00:00,2018,1,11,44.7,96.43,96.43,,
2018-01-13 12:00:00,2018,1,12,39.14,104.4,104.4,,
2018-01-13 13:00:00,2018,1,13,34.77,97.87,97.87,,
2018-01-13 14:00:00,2018,1,14,34.68,103.43,103.43,,
2018-01-13 15:00:00,2018,1,15,35.88,108.46000000000001,108.46000000000001,,
2018-01-13 16:00:00,2018,1,16,48.56,105.05000000000001,105.05000000000001,,
2018-01-13 17:00:00,2018,1,17,50.57,113.03999999999999,113.03999999999999,,
2018-01-13 18:00:00,2018,1,18,51.02,111.64,111.64,,
2018-01-13 19:00:00,2018,1,19,38.64,106.17,106.17,,
2018-01-13 20:00:00,2018,1,20,36.15,97.75,97.75,,
2018-01-13 21:00:00,2018,1,21,38.59,91.76,91.76,,
2018-01-13 22:00:00,2018,1,22,38.0,90.22,90.22,,
2018-01-13 23:00:00,2018,1,23,38.1,79.15,79.15,,
2018-01-14 00:00:00,2018,1,0,33.83,81.33,81.33,,
2018-01-14 01:00:00,2018,1,1,33.0,69.92,69.92,,
2018-01-14 02:00:00,2018,1,2,30.0,69.49000000000001,69.49000000000001,,
2018-01-14 03:00:00,2018,1,3,27.01,57.739999999999995,57.739999999999995,,
2018-01-14 04:00:00,2018,1,4,28.48,56.96,56.96,,
2018-01-14 05:00:00,2018,1,5,29.74,59.48,59.48,,
2018-01-14 06:00:00,2018,1,6,32.7,65.4,65.4,,
2018-01-14 07:00:00,2018,1,7,35.1,76.07,76.07,,
2018-01-14 08:00:00,2018,1,8,36.9,93.29,93.29,,
2018-01-14 09:00:00,2018,1,9,37.2,94.78999999999999,94.78999999999999,,
2018-01-14 10:00:00,2018,1,10,35.88,106.09,106.09,,
2018-01-14 11:00:00,2018,1,11,40.88,109.22,109.22,,
2018-01-14 12:00:00,2018,1,12,37.04,100.95,100.95,,
2018-01-14 13:00:00,2018,1,13,34.9,97.01,97.01,,
2018-01-14 14:00:00,2018,1,14,33.07,91.19,91.19,,
2018-01-14 15:00:00,2018,1,15,34.84,99.84,99.84,,
2018-01-14 16:00:00,2018,1,16,37.99,119.50999999999999,119.50999999999999,,
2018-01-14 17:00:00,2018,1,17,49.27,119.22999999999999,119.22999999999999,,
2018-01-14 18:00:00,2018,1,18,49.79,116.18,116.18,,
2018-01-14 19:00:00,2018,1,19,45.14,95.30000000000001,95.30000000000001,,
2018-01-14 20:00:00,2018,1,20,36.57,88.5,88.5,,
2018-01-14 21:00:00,2018,1,21,38.86,81.45,81.45,,
2018-01-14 22:00:00,2018,1,22,38.33,78.16,78.16,,
2018-01-14 23:00:00,2018,1,23,29.2,68.19,68.19,,
2018-01-15 00:00:00,2018,1,0,31.16,46.11,46.11,,
2018-01-15 01:00:00,2018,1,1,28.26,40.84,40.84,,
2018-01-15 02:00:00,2018,1,2,23.16,22.78,22.78,,
2018-01-15 03:00:00,2018,1,3,24.86,36.22,36.22,,
2018-01-15 04:00:00,2018,1,4,26.67,59.52,59.52,,
2018-01-15 05:00:00,2018,1,5,40.7,71.83,71.83,,
2018-01-15 06:00:00,2018,1,6,54.19,94.9,94.9,,
2018-01-15 07:00:00,2018,1,7,52.87,105.4,105.4,,
2018-01-15 08:00:00,2018,1,8,47.69,107.86,107.86,,
2018-01-15 09:00:00,2018,1,9,49.68,97.77000000000001,97.77000000000001,,
2018-01-15 10:00:00,2018,1,10,49.91,99.82,99.82,,
2018-01-15 11:00:00,2018,1,11,50.22,100.44,100.44,,
2018-01-15 12:00:00,2018,1,12,49.34,100.99000000000001,100.99000000000001,,
2018-01-15 13:00:00,2018,1,13,38.35,100.75999999999999,100.75999999999999,,
2018-01-15 14:00:00,2018,1,14,37.47,97.82,97.82,,
2018-01-15 15:00:00,2018,1,15,37.08,90.25,90.25,,
2018-01-15 16:00:00,2018,1,16,42.92,124.47,124.47,,
2018-01-15 17:00:00,2018,1,17,53.55,118.86,118.86,,
2018-01-15 18:00:00,2018,1,18,52.25,112.29,112.29,,
2018-01-15 19:00:00,2018,1,19,45.93,96.71,96.71,,
2018-01-15 20:00:00,2018,1,20,36.71,81.75,81.75,,
2018-01-15 21:00:00,2018,1,21,40.57,91.82,91.82,,
2018-01-15 22:00:00,2018,1,22,36.21,70.87,70.87,,
2018-01-15 23:00:00,2018,1,23,29.81,69.53,69.53,,
2018-01-16 00:00:00,2018,1,0,17.1,24.98,24.98,,
2018-01-16 01:00:00,2018,1,1,9.26,27.45,27.45,,
2018-01-16 02:00:00,2018,1,2,5.87,16.69,16.69,,
2018-01-16 03:00:00,2018,1,3,8.2,25.68,25.68,,
2018-01-16 04:00:00,2018,1,4,16.48,32.900000000000006,32.900000000000006,,
2018-01-16 05:00:00,2018,1,5,29.09,71.29,71.29,,
2018-01-16 06:00:00,2018,1,6,38.92,77.86,77.86,,
2018-01-16 07:00:00,2018,1,7,44.07,95.89,95.89,,
2018-01-16 08:00:00,2018,1,8,44.94,103.87,103.87,,
2018-01-16 09:00:00,2018,1,9,44.57,104.65,104.65,,
2018-01-16 10:00:00,2018,1,10,43.73,87.46,87.46,,
2018-01-16 11:00:00,2018,1,11,40.69,81.38,81.38,,
2018-01-16 12:00:00,2018,1,12,40.15,88.36,88.36,,
2018-01-16 13:00:00,2018,1,13,38.63,75.99000000000001,75.99000000000001,,
2018-01-16 14:00:00,2018,1,14,37.28,77.56,77.56,,
2018-01-16 15:00:00,2018,1,15,39.39,78.56,78.56,,
2018-01-16 16:00:00,2018,1,16,47.07,90.94,90.94,,
2018-01-16 17:00:00,2018,1,17,48.45,94.55000000000001,94.55000000000001,,
2018-01-16 18:00:00,2018,1,18,44.34,101.78999999999999,101.78999999999999,,
2018-01-16 19:00:00,2018,1,19,39.9,90.88999999999999,90.88999999999999,,
2018-01-16 20:00:00,2018,1,20,33.18,71.14,71.14,,
2018-01-16 21:00:00,2018,1,21,33.39,75.3,75.3,,
2018-01-16 22:00:00,2018,1,22,30.47,51.32,51.32,,
2018-01-16 23:00:00,2018,1,23,24.54,54.230000000000004,54.230000000000004,,
2018-01-17 00:00:00,2018,1,0,19.32,74.69,74.69,,
2018-01-17 01:00:00,2018,1,1,18.36,42.8,42.8,,
2018-01-17 02:00:00,2018,1,2,15.76,45.51,45.51,,
